Bus Stop ID,Location,Direction,Route Number,Route Name,Benches,Bench Responsibility,Trash Cans,Trash Can Responsibility,Shelters,Shelter Responsibility,Longitude,Latitude,ObjectId,x,y
3100,Southfield & Lyndon,Southbound,46,Southfield,false, ,false, ,false, ,-83.2183309,42.3935641,1,-9263822.22045414,5220116.97125054
3106,Southfield & W Outer Dr,Southbound,46,Southfield,false, ,false, ,false, ,-83.2192628,42.4187519,2,-9263925.95908761,5223914.31442673
3108,Southfield & W Outer Dr,Northbound,46,Southfield,false, ,false, ,false, ,-83.218588,42.4195141,3,-9263850.84069523,5224029.24839213
3109,Southfield & Curtis,Southbound,46,Southfield,false, ,false, ,false, ,-83.2195022,42.422515,4,-9263952.60897371,5224481.774877
3110,Southfield & Curtis,Northbound,46,Southfield,false, ,false, ,false, ,-83.2186061,42.4233229,5,-9263852.85557801,5224603.60741116
3111,W Outer Dr & Oakfield,Eastbound,16,Dexter,false, ,false, ,false, ,-83.214925,42.419086,6,-9263443.07740045,5223964.69399477
3112,W Outer Dr & Oakfield,Westbound,16,Dexter,false, ,false, ,false, ,-83.214771,42.419425,7,-9263425.93419887,5224015.8127174
3114,Southfield & 7 Mile,Southbound,46,Southfield,false, ,true,City of Detroit,false, ,-83.219821,42.42967,8,-9263988.09762737,5225560.81425192
3116,Southfield & Pembroke,Northbound,46,Southfield,false, ,false, ,false, ,-83.219287,42.4373919,9,-9263928.65301929,5226725.48553125
3117,Southfield & Pembroke,Southbound,46,Southfield,false, ,false, ,false, ,-83.2200358,42.4370081,10,-9264012.009054,5226667.59472624
3130,8 Mile & Rutland,Westbound,17,Eight Mile,false, ,true,Third-Party,false, ,-83.214498,42.4447721,11,-9263395.54397788,5227838.75335207
3142,Northwestern & Northland,Westbound,"10, 16, 17","Greenfield, Dexter, Eight Mile",true,DDOT,true,Third-Party,true,DDOT,-83.2053819,42.44716,12,-9262380.74436786,5228198.98471023
3144,Warren & Artesian,Eastbound,8,Warren,false, ,false, ,false, ,-83.2257479,42.3431981,13,-9264647.87711736,5212528.29983037
3145,Warren & Artesian,Westbound,8,Warren,false, ,false, ,false, ,-83.2261329,42.343408,14,-9264690.73512131,5212559.91295205
3146,Warren & Brace,Eastbound,8,Warren,false, ,false,City of Detroit,false, ,-83.2227441,42.3432329,15,-9264313.49563091,5212533.54106478
3147,Warren & Greenview,Westbound,8,Warren,false, ,false, ,false, ,-83.222341,42.3434489,16,-9264268.62274417,5212566.07292945
3148,Warren & Faust,Eastbound,8,Warren,false, ,true,Third-Party,false, ,-83.220241,42.34324,17,-9264034.85181351,5212534.61039744
3149,Warren & Penrod,Westbound,8,Warren,false, ,false, ,false, ,-83.220252,42.3434259,18,-9264036.07632791,5212562.60888299
3150,Warren & Rosemont,Eastbound,8,Warren,false, ,false, ,false, ,-83.218022,42.3432639,19,-9263787.83386344,5212538.20998293
3151,Warren & Ashton,Eastbound,8,Warren,false, ,false, ,false, ,-83.216863,42.3432651,20,-9263658.81457361,5212538.3907153
3152,Warren & Southfield,Eastbound,8,Warren,false, ,false, ,true,DDOT,-83.2154259,42.3432791,21,-9263498.83733339,5212540.49925977
3153,Warren & Southfield,Westbound,8,Warren,false, ,true,City of Detroit,false, ,-83.2168571,42.343444,22,-9263658.15778861,5212565.33493684
3157,Joy & Artesian,Westbound,27,Joy,false, ,false, ,false, ,-83.2265539,42.3578141,23,-9264737.60062694,5214729.87360976
3158,Joy & Stahelin,Eastbound,27,Joy,false, ,false, ,false, ,-83.2245768,42.3576351,24,-9264517.51086169,5214702.90816305
3159,Joy & Brace,Westbound,27,Joy,false, ,false, ,false, ,-83.2239949,42.3578729,25,-9264452.73405,5214738.73154981
3160,Joy & Greenview,Eastbound,27,Joy,false, ,false, ,false, ,-83.2222911,42.3576609,26,-9264263.06790158,5214706.79479812
3161,Chicago & Artesian,Eastbound,15,Chicago/Davison,false, ,true,City of Detroit,false, ,-83.2260231,42.3648311,27,-9264678.51224122,5215787.00978183
3162,Chicago & Stahelin,Westbound,15,Chicago/Davison,false, ,false, ,false, ,-83.2253551,42.3649769,28,-9264604.15082137,5215808.9763259
3163,Chicago & Brace,Eastbound,15,Chicago/Davison,false, ,false, ,false, ,-83.2238781,42.36486,29,-9264439.73193347,5215791.36391443
3165,Joy & Faust,Westbound,27,Joy,false, ,false, ,false, ,-83.2216071,42.357895,30,-9264186.92536988,5214742.06081173
3168,Joy & Southfield,Eastbound,27,Joy,false, ,false, ,true,DDOT,-83.217301,42.3577,31,-9263707.57251058,5214712.68501167
3173,Fitzpatrick & Chicago,Southbound,46,Southfield,false, ,true,City of Detroit,false, ,-83.2185421,42.364821,32,-9263845.7311306,5215785.48809582
3174,Chicago & Fitzpatrick,Eastbound,"15, 46","Chicago/Davison, Southfield",false, ,true,City of Detroit,false, ,-83.2179879,42.364954,33,-9263784.0378688,5215805.52615889
3177,Southfield & Chicago,Southbound,46,Southfield,false, ,false, ,false, ,-83.2169228,42.3658771,34,-9263665.47147916,5215944.60353853
3178,Southfield & Chicago,Northbound,46,Southfield,false, ,false, ,false, ,-83.2160589,42.3655439,35,-9263569.30257106,5215894.40225973
3179,Chicago & Archdale,Westbound,15,Chicago/Davison,false, ,false, ,false, ,-83.2158539,42.3653031,36,-9263546.48207545,5215858.12250969
3180,Chicago & Longacre,Eastbound,15,Chicago/Davison,false, ,false, ,false, ,-83.2139918,42.365057,37,-9263339.19405164,5215821.04438725
3181,Warren & Archdale,Westbound,8,Warren,false, ,false, ,false, ,-83.2146628,42.343473,38,-9263413.88942996,5212569.70264906
3182,Warren & Abington,Eastbound,8,Warren,false, ,false, ,false, ,-83.2100282,42.343396,39,-9262897.96811793,5212558.10562448
3183,Warren & Clayburn,Westbound,8,Warren,false, ,true,City of Detroit,true,DDOT,-83.21141,42.3435311,40,-9263051.78939031,5212578.45314064
3185,Warren & Grandmont,Westbound,8,Warren,false, ,false, ,false, ,-83.2078731,42.3435859,41,-9262658.06348333,5212586.70662376
3186,Chicago & Rutland,Westbound,15,Chicago/Davison,false, ,false, ,false, ,-83.2132078,42.3652079,42,-9263251.91957086,5215843.77939106
3187,Chicago & Memorial,Eastbound,15,Chicago/Davison,false, ,false, ,false, ,-83.211516,42.3650801,43,-9263063.58925634,5215824.52469244
3188,Chicago & Abington,Westbound,15,Chicago/Davison,false, ,false, ,false, ,-83.2108051,42.3652609,44,-9262984.45223033,5215851.76452795
3189,Chicago & Grandmont,Eastbound,15,Chicago/Davison,false, ,false, ,false, ,-83.208974,42.3651031,45,-9262780.61511074,5215827.98993265
3190,Chicago & Woodmont,Westbound,15,Chicago/Davison,false, ,false, ,false, ,-83.2084882,42.3652771,46,-9262726.53610211,5215854.20526925
3191,McNichols & Sunderland,Eastbound,32,McNichols,false, ,false, ,false, ,-83.227547,42.4152981,47,-9264848.15201324,5223393.52515137
3192,McNichols & Stahelin,Westbound,32,McNichols,false, ,false, ,false, ,-83.22721,42.4155,48,-9264810.63734485,5223423.96832366
3193,McNichols & Greenview,Eastbound,32,McNichols,false, ,false, ,false, ,-83.224068,42.415365,49,-9264460.87150477,5223403.61255124
3194,McNichols & Glastonbury,Westbound,32,McNichols,false, ,false, ,false, ,-83.2231481,42.4155841,50,-9264358.46870519,5223436.64923812
3195,McNichols & Rosemont,Eastbound,32,McNichols,false, ,false, ,false, ,-83.2210198,42.4154309,51,-9264121.54743294,5223413.54917838
3199,McNichols & Orleans,Eastbound,32,McNichols,false, ,false, ,false, ,-83.0846309,42.418157,52,-9248938.80453508,5223824.60900016
3200,McNichols & Archdale,Westbound,32,McNichols,false, ,false, ,false, ,-83.2170498,42.415694,53,-9263679.60905449,5223453.22039928
3201,McNichols & Harlow,Eastbound,32,McNichols,false, ,false, ,false, ,-83.215252,42.415557,54,-9263479.47887394,5223432.56299629
3203,McNichols & Lindsay,Westbound,32,McNichols,false, ,false, ,false, ,-83.2135149,42.4157831,55,-9263286.10578648,5223466.65527464
3204,McNichols & Gilchrist,Eastbound,32,McNichols,false, ,false, ,false, ,-83.2114672,42.4156209,56,-9263058.15686519,5223442.19808594
3205,McNichols & Ferguson,Westbound,32,McNichols,false, ,false, ,false, ,-83.2103741,42.4158491,57,-9262936.4735298,5223476.60704648
3206,W Outer Dr & Lindsay,Westbound,16,Dexter,false, ,false, ,false, ,-83.2136559,42.4194551,58,-9263301.80183469,5224020.35159079
3208,W Outer Dr & Lindsay,Eastbound,16,Dexter,false, ,false, ,false, ,-83.2130782,42.41911,59,-9263237.49256485,5223968.31301029
3210,W Outer Dr & Biltmore,Westbound,16,Dexter,false, ,false, ,false, ,-83.2114249,42.419503,60,-9263053.44805073,5224027.5745865
3211,W Outer Dr & Biltmore,Eastbound,16,Dexter,false, ,false, ,false, ,-83.2108579,42.4191569,61,-9262990.32989945,5223975.38517379
3214,W Outer Dr & Asbury Park,Westbound,16,Dexter,false, ,false, ,false, ,-83.2094711,42.4195421,62,-9262835.95202961,5224033.47060587
3216,W Outer Dr & Asbury Park,Eastbound,16,Dexter,false, ,false, ,false, ,-83.208784,42.419225,63,-9262759.46440749,5223985.65414555
3219,North Park Dr & North Park Pl,Southbound,10,Greenfield,false, ,false, ,false, ,-83.2107308,42.455357,64,-9262976.18119217,5229435.66377659
3220,North Park Dr & Providence Dr,Southbound,10,Greenfield,false, ,false, ,false, ,-83.2073529,42.4561501,65,-9262600.15508422,5229555.32713671
3223,Greenfield & Foster Winter,Southbound,10,Greenfield,false, ,false, ,false, ,-83.2012489,42.4562929,66,-9261920.66091241,5229576.87303951
3224,Greenfield & 9 Mile,Southbound,10,Greenfield,false, ,true,Third-Party,false, ,-83.2013269,42.4587999,67,-9261929.34383269,5229955.14139497
3227,14th & Davison,Southbound,18,Fenkell,false, ,false, ,false, ,-83.1159699,42.395012,68,-9252427.44605705,5220335.21710993
3229,14th & Pasadena,Southbound,18,Fenkell,false, ,false, ,false, ,-83.1175491,42.3973561,69,-9252603.24179691,5220688.56027952
3230,14th & Clements,Southbound,18,Fenkell,false, ,false, ,false, ,-83.116507,42.3958311,70,-9252487.23575556,5220458.68448489
3231,14th & Labelle,Southbound,18,Fenkell,false, ,false, ,false, ,-83.1184272,42.3986641,71,-9252700.99144178,5220885.73032972
3233,Fenkell & Rosa Parks,Eastbound,18,Fenkell,false, ,false, ,false, ,-83.1190239,42.4030579,72,-9252767.41578194,5221548.08899077
3237,Oakman & Rosa Parks,Eastbound,43,Schoolcraft,false, ,false, ,false, ,-83.1163001,42.4013371,73,-9252464.20375291,5221288.67548488
3238,Oakman & Rosa Parks,Southbound,"18, 43","Fenkell, Schoolcraft",false, ,false, ,false, ,-83.117158,42.4012851,74,-9252559.70474407,5221280.83650782
3239,Rosa Parks & Chicago,Northbound,"18, 42","Fenkell, Mid-City Loop",false, ,true,Third-Party,false, ,-83.1020301,42.3802439,75,-9250875.67461929,5218109.4178687
3245,Rosa Parks & Monterey,Northbound,18,Fenkell,false, ,false, ,false, ,-83.1078321,42.3886821,76,-9251521.55030487,5219381.13137288
3246,Rosa Parks & Glendale,Northbound,"15, 18","Chicago/Davison, Fenkell",false, ,false, ,false, ,-83.111251,42.3936341,77,-9251902.14051195,5220127.52242289
3247,Rosa Parks & Cortland,Northbound,18,Fenkell,false, ,false, ,false, ,-83.1090409,42.3904231,78,-9251656.11330535,5219643.53718456
3249,Rosa Parks & Tyler,Northbound,"15, 18","Chicago/Davison, Fenkell",false, ,false, ,false, ,-83.1123919,42.3952489,79,-9252029.14491899,5220370.9261631
3250,Rosa Parks & Ford,Northbound,18,Fenkell,false, ,false, ,false, ,-83.1152698,42.399495,80,-9252349.51128155,5221010.98368359
3251,Glendale & Woodrow Wilson,Eastbound,15,Chicago/Davison,false, ,false, ,false, ,-83.1085619,42.3943519,81,-9251602.79126926,5220235.71783789
3253,Gratiot & Park Grove,Westbound,6,Gratiot,false, ,false, ,false, ,-82.981575,42.4294469,82,-9237466.67422384,5225527.16687318
3254,7 Mile & Shaftsbury,Westbound,7,Seven Mile,false, ,false, ,false, ,-83.2311051,42.429906,83,-9265244.23789343,5225596.40730644
3260,Webb & Woodrow Wilson,Eastbound,42,Mid-City Loop,false, ,false, ,false, ,-83.1030991,42.387413,84,-9250994.67515495,5219189.85553658
3272,Grand River & Northlawn,Eastbound,3,Grand River,false, ,true,City of Detroit,false, ,-83.1519488,42.3738491,85,-9256432.59888436,5217145.77716422
3275,McNichols & Inverness,Eastbound,32,McNichols,false, ,false, ,false, ,-83.1227998,42.417399,86,-9253187.74704722,5223710.31083269
3279,McNichols & Log Cabin,Westbound,32,McNichols,false, ,false, ,false, ,-83.121615,42.4175639,87,-9253055.85571453,5223735.17584414
3286,McNichols & Rosa Parks,Westbound,32,McNichols,false, ,false, ,false, ,-83.1189972,42.417581,88,-9252764.44355153,5223737.75432997
3287,McNichols & Rosa Parks,Eastbound,32,McNichols,false, ,false, ,false, ,-83.1186568,42.4174669,89,-9252726.55039687,5223720.5493589
3291,Cass & Ferry,Northbound,16,Dexter,false, ,false, ,false, ,-83.0689818,42.3602061,90,-9247196.75469171,5215090.2237108
3295,Cass @ Main Library,Northbound,16,Dexter,false, ,true,Third-Party,false, ,-83.0677862,42.358215,91,-9247063.66110852,5214790.26745038
3297,Cass & Kirby,Southbound,16,Dexter,false, ,false, ,false, ,-83.0687871,42.359571,92,-9247175.08078685,5214994.54580587
3299,Second & York,Northbound,"23, 42","Hamilton, Mid-City Loop",true,Third-Party,false, ,true,Third-Party,-83.073412,42.3638321,93,-9247689.92229982,5215636.4996474
3301,Cass & York,Northbound,16,Dexter,false, ,false, ,false, ,-83.07111,42.3640561,94,-9247433.66483202,5215670.24745738
3302,Cass & York,Southbound,16,Dexter,false, ,false, ,false, ,-83.0713111,42.3639231,95,-9247456.05118161,5215650.20968069
3303,Second & Amsterdam,Northbound,"23, 42","Hamilton, Mid-City Loop",false, ,false, ,false, ,-83.0744932,42.3656491,96,-9247810.28093327,5215910.2520945
3304,Cass & Milwaukee,Southbound,16,Dexter,false, ,false, ,false, ,-83.0737101,42.3679329,97,-9247723.10664003,5216254.34468904
3305,Cass & Baltimore,Northbound,16,Dexter,false, ,false, ,false, ,-83.073597,42.368107,98,-9247710.51640562,5216280.57627354
3309,Cass & Amsterdam,Northbound,16,Dexter,false, ,false, ,false, ,-83.07242,42.3663281,99,-9247579.49336495,5216012.55347266
3310,Cass & Amsterdam,Southbound,16,Dexter,false, ,false, ,false, ,-83.0723131,42.365697,100,-9247567.59331139,5215917.46890069
3314,Cass @ Main Library,Southbound,16,Dexter,false, ,false, ,false, ,-83.067756,42.3576721,101,-9247060.2992599,5214708.48202004
3316,Rosa Parks & Euclid,Northbound,"18, 42","Fenkell, Mid-City Loop",false, ,false, ,false, ,-83.095481,42.371053,102,-9250146.63214214,5216724.46006005
3338,Lodge Service Dr & Seward,Northbound,23,Hamilton,false, ,false, ,false, ,-83.0846791,42.3724519,103,-9248944.17013454,5216935.24434582
3342,Seward & Third,Westbound,23,Hamilton,false, ,false, ,false, ,-83.082929,42.3728529,104,-9248749.3498937,5216995.66732795
3343,Fort & McKinstry,Westbound,19,Fort,false, ,false, ,false, ,-83.0922039,42.3115611,105,-9249781.82703886,5207764.64493869
3346,Beaubien @ Children's Hospital,Southbound,42,Mid-City Loop,false, ,true,Third-Party,false, ,-83.0534842,42.3508471,106,-9245471.56975119,5213680.3868967
3350,St Antoine @ Detroit Receiving Hospital,Southbound,42,Mid-City Loop,false, ,true,Third-Party,false, ,-83.0534551,42.3539351,107,-9245468.33035401,5214145.53903645
3352,Greenfield & Grand River,Northbound,10,Greenfield,false, ,false, ,false, ,-83.1981779,42.3919779,108,-9261578.79875619,5219877.88483957
3354,Warren & John R,Eastbound,8,Warren,false, ,true,Third-Party,false, ,-83.0617219,42.3576531,109,-9246388.5863205,5214705.61976874
3355,Warren & John R,Westbound,8,Warren,false, ,false, ,false, ,-83.0625461,42.3576829,110,-9246480.33584481,5214710.10898432
3356,McNichols & Beaverland,Eastbound,32,McNichols,false, ,false, ,false, ,-83.2659832,42.4146141,111,-9269126.85022527,5223290.39002122
3358,Harper & Hereford,Eastbound,"7, 67","Seven Mile, Cadillac/Harper",false, ,false, ,false, ,-82.9314209,42.4202221,112,-9231883.54535065,5224136.0106612
3359,Warren & Wetherby,Eastbound,8,Warren,false, ,false, ,false, ,-83.1387269,42.344796,113,-9254960.74370904,5212768.96283537
3360,Warren & Brush,Westbound,8,Warren,false, ,true,City of Detroit,false, ,-83.0602471,42.3587789,114,-9246224.41233548,5214875.21718388
3365,St Antoine @ 4707,Southbound,42,Mid-City Loop,false, ,false, ,false, ,-83.055842,42.3575351,115,-9245734.03884658,5214687.84370112
3366,E Outer Dr & 7 Mile,Southbound,"32, 40","McNichols, Russell",false, ,false, ,false, ,-83.0147748,42.4338434,116,-9241162.45905428,5226190.25797871
3367,St Antoine & Hancock,Southbound,42,Mid-City Loop,false, ,true,Third-Party,true,DDOT,-83.0564249,42.3584121,117,-9245798.92697777,5214819.95984904
3371,St Antoine & Canfield,Southbound,42,Mid-City Loop,false, ,true,Third-Party,false, ,-83.0543941,42.3553459,118,-9245572.85935586,5214358.0585073
3374,Davison & Rosa Parks,Eastbound,15,Chicago/Davison,false, ,true,City of Detroit,false, ,-83.1127919,42.3963451,119,-9252073.67271531,5220536.16330893
3376,Rosa Parks & Davison,Northbound,18,Fenkell,false, ,false, ,false, ,-83.1132609,42.396553,120,-9252125.88155649,5220567.50171393
3377,Rosa Parks & Grand,Northbound,18,Fenkell,false, ,false, ,false, ,-83.1143199,42.3981019,121,-9252243.76889724,5220800.98288252
3380,Hamilton & Cortland,Northbound,"23, 42","Hamilton, Mid-City Loop",false, ,false, ,false, ,-83.1001958,42.393765,122,-9250671.48127733,5220147.25314677
3381,Hamilton & Glendale,Northbound,"15, 23, 42","Chicago/Davison, Hamilton, Mid-City Loop",false, ,false, ,false, ,-83.10207,42.3965769,123,-9250880.11626698,5220571.10435589
3382,Hamilton & Glendale,Southbound,23,Hamilton,false, ,false, ,false, ,-83.102062,42.3960441,124,-9250879.22571105,5220490.79139139
3384,Hamilton & Buena Vista,Southbound,23,Hamilton,false, ,false, ,false, ,-83.103166,42.397674,125,-9251002.12242889,5220736.4806652
3385,McNichols & Linwood,Eastbound,32,McNichols,false, ,false, ,false, ,-83.1277791,42.417297,126,-9253742.04018773,5223694.93044596
3386,McNichols & Normandy,Westbound,32,McNichols,false, ,false, ,false, ,-83.1274527,42.4175248,127,-9253705.70550594,5223729.28001077
3387,McNichols & Baylis,Westbound,32,McNichols,false, ,false, ,false, ,-83.1245599,42.417494,128,-9253383.68048297,5223724.63572518
3388,McNichols & Baylis,Eastbound,32,McNichols,false, ,false, ,false, ,-83.1240198,42.4173641,129,-9253323.55682599,5223705.048325
3400,Hamilton & Grove,Southbound,23,Hamilton,false, ,false, ,false, ,-83.1151149,42.415396,130,-9252332.26789242,5223408.28683585
3402,McNichols & Third,Eastbound,"23, 32","Hamilton, McNichols",false, ,false, ,false, ,-83.111876,42.4175871,131,-9251971.71519369,5223738.67414088
3403,McNichols & Third,Westbound,"23, 32","Hamilton, McNichols",false, ,false, ,false, ,-83.1131809,42.4177159,132,-9252116.97599723,5223758.09574282
3406,Second & Forest,Northbound,42,Mid-City Loop,false, ,true,City of Detroit,false, ,-83.067615,42.353297,133,-9247044.60321169,5214049.41877569
3408,Warren & Second,Eastbound,8,Warren,false, ,false, ,false, ,-83.068425,42.3552531,134,-9247134.77199924,5214344.07919506
3409,Warren & Second,Westbound,"8, 42","Warren, Mid-City Loop",false, ,false, ,false, ,-83.0692622,42.3553511,135,-9247227.96867693,5214358.84183144
3410,Warren & Cass,Eastbound,8,Warren,false, ,true,Third-Party,true,DDOT,-83.0657461,42.3561561,136,-9246836.55821535,5214480.10721571
3411,Cass & Warren,Northbound,16,Dexter,false, ,false, ,true,DDOT,-83.0667851,42.3563541,137,-9246952.21916628,5214509.93421906
3412,Warren & Cass,Westbound,8,Warren,false, ,true,Third-Party,false, ,-83.0670729,42.3560209,138,-9246984.25691574,5214459.74054823
3414,Cass & Warren,Southbound,16,Dexter,false, ,false, ,false, ,-83.066566,42.3556449,139,-9246927.82906585,5214403.09975069
3487,7 Mile & Glenhurst,Eastbound,17,Eight Mile,false, ,true,City of Detroit,false, ,-83.271211,42.4290071,140,-9269708.80625924,5225460.83769828
3508,Lahser & Vassar,Northbound,17,Eight Mile,false, ,false, ,false, ,-83.258334,42.4331159,141,-9268275.3451763,5226080.53140099
3509,Lahser & Vassar,Southbound,17,Eight Mile,false, ,false, ,false, ,-83.258546,42.4317139,142,-9268298.94490834,5225869.07566419
3511,Lahser & St Martins,Northbound,17,Eight Mile,false, ,false, ,false, ,-83.2584241,42.434922,143,-9268285.37506242,5226352.94222898
3512,Lahser & St Martins,Southbound,17,Eight Mile,false, ,false, ,false, ,-83.258641,42.4342471,144,-9268309.52025997,5226251.14735216
3514,Lahser & Pembroke,Northbound,17,Eight Mile,false, ,false, ,false, ,-83.2584739,42.436686,145,-9268290.91877306,5226619.01076776
3515,Lahser & Pembroke,Southbound,17,Eight Mile,false, ,false, ,false, ,-83.258669,42.4361099,146,-9268312.63720571,5226532.11533807
3516,Lahser & Fargo,Northbound,17,Eight Mile,false, ,false, ,false, ,-83.25853,42.4382201,147,-9268297.16379649,5226850.40900274
3517,Lahser & Fargo,Southbound,17,Eight Mile,false, ,false, ,false, ,-83.2587789,42.4377669,148,-9268324.87121775,5226782.0493231
3518,Lahser & Trojan,Northbound,17,Eight Mile,false, ,false, ,false, ,-83.2586269,42.4401289,149,-9268307.95065515,5227138.33357427
3519,Lahser & Trojan,Southbound,17,Eight Mile,false, ,false, ,false, ,-83.2588192,42.4395649,150,-9268329.35739323,5227053.25855283
3520,Lahser & Hessel,Northbound,17,Eight Mile,false, ,false, ,false, ,-83.2586498,42.4420271,151,-9268310.49987149,5227424.66793363
3521,Lahser & Hessel,Southbound,17,Eight Mile,false, ,false, ,false, ,-83.2589171,42.4412459,152,-9268340.25557138,5227306.8266127
3524,Lahser & 8 Mile,Southbound,17,Eight Mile,true,DDOT,true,Third-Party,false, ,-83.2589991,42.443013,153,-9268349.38376962,5227573.38963956
3539,8 Mile & Greenview,Westbound,17,Eight Mile,false, ,true,Third-Party,false, ,-83.2263012,42.4444691,154,-9264709.47019161,5227793.04467191
3541,8 Mile & Oxley,Westbound,17,Eight Mile,false, ,true,City of Detroit,false, ,-83.196086,42.4453349,155,-9261345.92951339,5227923.65441792
3583,Woodward & 8 Mile,Southbound,17,Eight Mile,false, ,false, ,false, ,-83.1249329,42.4458821,156,-9253425.20265303,5228006.20288063
3640,Van Dyke & Savage,Northbound,5,Van Dyke/Lafayette,false, ,false, ,false, ,-83.0245652,42.446332,157,-9242252.32139694,5228074.07358409
3641,Van Dyke & Savage,Southbound,5,Van Dyke/Lafayette,false, ,false, ,false, ,-83.0248251,42.44579,158,-9242281.2533326,5227992.30898255
3667,State Fair & Omira,Southbound,12,Conant,false, ,false, ,false, ,-83.0958999,42.4396709,159,-9250193.26387683,5227069.24777148
3668,State Fair & I-75 Service Dr,Northbound,12,Conant,false, ,false, ,false, ,-83.0959199,42.43978,160,-9250195.49026665,5227085.70462759
3669,State Fair & I-75 Service Dr,Southbound,12,Conant,false, ,false, ,false, ,-83.0941159,42.4397239,161,-9249994.66990526,5227077.24239094
3678,Schoenherr & State Fair,Southbound,68,Chalmers,false, ,false, ,false, ,-82.9854629,42.442018,162,-9237899.4732721,5227423.29522161
3679,Schoenherr & Fairmount,Southbound,68,Chalmers,false, ,false, ,false, ,-82.985555,42.443746,163,-9237909.7257972,5227683.9632331
3680,Schoenherr & Bringard,Southbound,68,Chalmers,false, ,false, ,false, ,-82.985624,42.4456671,164,-9237917.40684206,5227973.76873126
3681,Schoenherr & Collingham,Southbound,68,Chalmers,false, ,false, ,false, ,-82.9856991,42.4473809,165,-9237925.76693582,5228232.30970874
3682,Schoenherr & 8 Mile,Southbound,68,Chalmers,false, ,true,City of Detroit,false, ,-82.9857471,42.448841,166,-9237931.11027138,5228452.5835123
3684,Congress & Bates,Westbound,"5, 52, 67","Van Dyke/Lafayette, Chene, Cadillac/Harper",false, ,false, ,false, ,-83.044265,42.330946,167,-9244445.29310167,5210683.18906539
3689,Congress & Brush,Westbound,67,Cadillac/Harper,false, ,false, ,false, ,-83.042427,42.3317559,168,-9244240.68787759,5210805.14524185
3690,Congress & St Antoine,Westbound,67,Cadillac/Harper,false, ,false, ,false, ,-83.0396451,42.3329389,169,-9243931.00818616,5210983.28629932
3691,Larned & I-375 Service Dr,Eastbound,67,Cadillac/Harper,false, ,false, ,false, ,-83.0354908,42.3335489,170,-9243468.55362555,5211075.14394428
3692,Congress & I-375 Service Dr,Westbound,67,Cadillac/Harper,false, ,false, ,false, ,-83.037128,42.3332541,171,-9243650.80589588,5211030.75099085
3693,Larned & Rivard,Eastbound,67,Cadillac/Harper,false, ,false, ,false, ,-83.034302,42.3340849,172,-9243336.2170149,5211155.85893816
3694,Larned & Rivard,Westbound,67,Cadillac/Harper,false, ,false, ,false, ,-83.035211,42.3339919,173,-9243437.40643203,5211141.85423505
3695,Larned @ 1451,Eastbound,67,Cadillac/Harper,false, ,false, ,false, ,-83.0325661,42.3348129,174,-9243142.97751083,5211265.48786733
3696,Larned @ Lafayette Central Park,Westbound,67,Cadillac/Harper,false, ,true,Third-Party,false, ,-83.031562,42.335599,175,-9243031.20161012,5211383.86745335
3697,Larned & Orleans,Eastbound,67,Cadillac/Harper,false, ,false, ,false, ,-83.0295721,42.3361121,176,-9242809.68695539,5211461.13649418
3698,Larned & Orleans,Westbound,67,Cadillac/Harper,false, ,false, ,false, ,-83.0297581,42.3363541,177,-9242830.39238068,5211497.58011168
3702,Larned & St Aubin,Eastbound,67,Cadillac/Harper,false, ,false, ,false, ,-83.0279191,42.3368119,178,-9242625.67583711,5211566.52218161
3703,Larned & St Aubin,Westbound,67,Cadillac/Harper,false, ,false, ,false, ,-83.0275871,42.3373031,179,-9242588.71776617,5211640.49465927
3704,Larned @ Blain Clinic,Eastbound,67,Cadillac/Harper,false, ,false, ,false, ,-83.024914,42.338099,180,-9242291.14963533,5211760.35479258
3705,Larned @ Reuther Park,Westbound,67,Cadillac/Harper,false, ,false, ,false, ,-83.025192,42.3383311,181,-9242322.09645377,5211795.30863644
3706,Larned @ Ralph Bunche Apartments,Eastbound,67,Cadillac/Harper,false, ,false, ,false, ,-83.0199789,42.340244,182,-9241741.77681632,5212083.3928603
3709,Larned @ Ralph Bunche Apartments,Westbound,67,Cadillac/Harper,false, ,false, ,false, ,-83.0214231,42.339937,183,-9241902.54442492,5212037.15783176
3710,Larned & St Maron,Westbound,67,Cadillac/Harper,false, ,false, ,false, ,-83.0188971,42.34104,184,-9241621.35139118,5212203.27366003
3711,Lafayette & McDougall,Eastbound,5,Van Dyke/Lafayette,false, ,false, ,false, ,-83.0176551,42.34418,185,-9241483.09258361,5212676.18508411
3713,Lafayette & Robert Bradby,Westbound,5,Van Dyke/Lafayette,false, ,true,Third-Party,false, ,-83.0188119,42.3440771,186,-9241611.86697056,5212660.68707108
3715,Larned @ King High School,Eastbound,67,Cadillac/Harper,false, ,false, ,false, ,-83.0137459,42.3429069,187,-9241047.9224302,5212484.44225844
3717,Larned & McDougall,Eastbound,67,Cadillac/Harper,false, ,false, ,false, ,-83.0163469,42.341783,188,-9241337.46442575,5212315.17381616
3718,Larned & McDougall,Westbound,67,Cadillac/Harper,false, ,false, ,false, ,-83.0174189,42.3416841,189,-9241456.79891988,5212300.27882003
3719,Larned @ King High School,Westbound,67,Cadillac/Harper,false, ,false, ,false, ,-83.0159328,42.3423369,190,-9241291.36702462,5212398.59526396
